patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_10_13,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_10_13,S2A_MSIL2A_20171002T112112_10_13,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_14_86,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064256_29SNB_14_86,S2A_MSIL2A_20171002T112112_14_86,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_16_10,"['Arable land' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_16_10,S2A_MSIL2A_20171002T112112_16_10,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_17_18,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_17_18,S2A_MSIL2A_20171002T112112_17_18,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_20_24,"['Broad-leaved forest' 'Inland waters' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_20_24,S2A_MSIL2A_20171002T112112_20_24,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_22_52,"['Broad-leaved forest' 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_22_52,S2A_MSIL2A_20171002T112112_22_52,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_25_30,"['Arable land' 'Broad-leaved forest' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_25_30,S2A_MSIL2A_20171002T112112_25_30,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_26_05,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNB_26_5,S2A_MSIL2A_20171002T112112_26_5,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_27_63,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_27_63,S2A_MSIL2A_20171002T112112_27_63,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_28_83,['Marine waters'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_28_83,S2A_MSIL2A_20171002T112112_28_83,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_36_75,"['Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation' 'Urban fabric']",validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_36_75,S2A_MSIL2A_20171002T112112_36_75,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_37_61,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_37_61,S2A_MSIL2A_20171002T112112_37_61,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_39_67,"['Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_39_67,S2A_MSIL2A_20171002T112112_39_67,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_43_19,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_43_19,S2A_MSIL2A_20171002T112112_43_19,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_44_23,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",test,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_44_23,S2A_MSIL2A_20171002T112112_44_23,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_45_05,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_45_5,S2A_MSIL2A_20171002T112112_45_5,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_45_50,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_45_50,S2A_MSIL2A_20171002T112112_45_50,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_47_81,['Marine waters'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_47_81,S2A_MSIL2A_20171002T112112_47_81,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_52_56,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_52_56,S2A_MSIL2A_20171002T112112_52_56,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_53_85,['Marine waters'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_53_85,S2A_MSIL2A_20171002T112112_53_85,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_59_20,"['Agro-forestry areas' 'Permanent crops' 'Transitional woodland, shrub']",validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_59_20,S2A_MSIL2A_20171002T112112_59_20,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_59_40,"['Agro-forestry areas'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_59_40,S2A_MSIL2A_20171002T112112_59_40,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_59_70,['Complex cultivation patterns' 'Permanent crops' 'Urban fabric'],validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_59_70,S2A_MSIL2A_20171002T112112_59_70,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_59_73,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation']",validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_59_73,S2A_MSIL2A_20171002T112112_59_73,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_60_83,['Marine waters'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_60_83,S2A_MSIL2A_20171002T112112_60_83,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_63_61,"['Broad-leaved forest' 'Moors, heathland and sclerophyllous vegetation'
 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_63_61,S2A_MSIL2A_20171002T112112_63_61,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_66_68,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_66_68,S2A_MSIL2A_20171002T112112_66_68,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_67_24,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_67_24,S2A_MSIL2A_20171002T112112_67_24,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_73_19,['Arable land'],validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_73_19,S2A_MSIL2A_20171002T112112_73_19,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_75_45,"['Agro-forestry areas' 'Arable land'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_75_45,S2A_MSIL2A_20171002T112112_75_45,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_75_81,"['Coniferous forest' 'Permanent crops' 'Transitional woodland, shrub'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_75_81,S2A_MSIL2A_20171002T112112_75_81,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_77_37,"['Arable land' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_77_37,S2A_MSIL2A_20171002T112112_77_37,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_79_21,['Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_79_21,S2A_MSIL2A_20171002T112112_79_21,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_80_26,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_80_26,S2A_MSIL2A_20171002T112112_80_26,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_80_51,"['Agro-forestry areas' 'Broad-leaved forest'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_80_51,S2A_MSIL2A_20171002T112112_80_51,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_83_73,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_83_73,S2A_MSIL2A_20171002T112112_83_73,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_86_43,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Pastures'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_86_43,S2A_MSIL2A_20171002T112112_86_43,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNB_88_53,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNB_88_53,S2A_MSIL2A_20171002T112112_88_53,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_00_09,['Coastal wetlands' 'Complex cultivation patterns' 'Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_0_9,S2A_MSIL2A_20171002T112111_0_9,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_01_08,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_1_8,S2A_MSIL2A_20171002T112111_1_8,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_01_63,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_1_63,S2A_MSIL2A_20171002T112111_1_63,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_04_61,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_4_61,S2A_MSIL2A_20171002T112111_4_61,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_05_60,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_5_60,S2A_MSIL2A_20171002T112111_5_60,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_07_00,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_7_0,S2A_MSIL2A_20171002T112111_7_0,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_13_52,['Marine waters'],validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_13_52,S2A_MSIL2A_20171002T112111_13_52,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_14_54,['Marine waters'],validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_14_54,S2A_MSIL2A_20171002T112111_14_54,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_15_82,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Industrial or commercial units' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_15_82,S2A_MSIL2A_20171002T112111_15_82,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_18_24,['Agro-forestry areas' 'Mixed forest'],validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_18_24,S2A_MSIL2A_20171002T112111_18_24,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_20_64,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_20_64,S2A_MSIL2A_20171002T112111_20_64,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_21_89,"['Arable land' 'Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_21_89,S2A_MSIL2A_20171002T112111_21_89,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_24_67,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_24_67,S2A_MSIL2A_20171002T112111_24_67,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_24_83,['Broad-leaved forest'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_24_83,S2A_MSIL2A_20171002T112111_24_83,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_24_86,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_24_86,S2A_MSIL2A_20171002T112111_24_86,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_25_07,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_25_7,S2A_MSIL2A_20171002T112111_25_7,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_28_14,"['Agro-forestry areas' 'Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub' 'Urban fabric']",validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_28_14,S2A_MSIL2A_20171002T112111_28_14,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_30_70,"['Agro-forestry areas' 'Broad-leaved forest'
 'Transitional woodland, shrub']",validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_30_70,S2A_MSIL2A_20171002T112111_30_70,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_36_01,['Agro-forestry areas' 'Broad-leaved forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_36_1,S2A_MSIL2A_20171002T112111_36_1,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_36_53,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",test,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_36_53,S2A_MSIL2A_20171002T112111_36_53,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_36_54,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_36_54,S2A_MSIL2A_20171002T112111_36_54,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_40_57,['Agro-forestry areas' 'Arable land' 'Coniferous forest' 'Mixed forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_40_57,S2A_MSIL2A_20171002T112111_40_57,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_43_14,['Agro-forestry areas' 'Arable land'],validation,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_43_14,S2A_MSIL2A_20171002T112111_43_14,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_45_13,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_45_13,S2A_MSIL2A_20171002T112111_45_13,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_46_58,"['Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_46_58,S2A_MSIL2A_20171002T112111_46_58,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_48_06,['Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_48_6,S2A_MSIL2A_20171002T112111_48_6,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_49_20,"['Agro-forestry areas' 'Broad-leaved forest'
 'Complex cultivation patterns']",validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_49_20,S2A_MSIL2A_20171002T112111_49_20,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_51_86,"['Agro-forestry areas' 'Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_51_86,S2A_MSIL2A_20171002T112111_51_86,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_52_67,['Agro-forestry areas' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_52_67,S2A_MSIL2A_20171002T112111_52_67,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_58_07,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_58_7,S2A_MSIL2A_20171002T112111_58_7,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_59_20,['Agro-forestry areas' 'Arable land'],validation,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_59_20,S2A_MSIL2A_20171002T112111_59_20,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_60_61,['Agro-forestry areas' 'Arable land' 'Broad-leaved forest'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183450_29SNC_60_61,S2A_MSIL2A_20171002T112111_60_61,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_63_49,['Agro-forestry areas' 'Arable land' 'Pastures'],train,Portugal,S1A_IW_GRDH_1SDV_20171004T183515_29SNC_63_49,S2A_MSIL2A_20171002T112111_63_49,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_73_28,['Agro-forestry areas'],validation,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_73_28,S2A_MSIL2A_20171002T112111_73_28,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_75_47,"['Agro-forestry areas' 'Arable land' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_75_47,S2A_MSIL2A_20171002T112111_75_47,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_81_71,"['Arable land' 'Inland waters' 'Pastures' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_81_71,S2A_MSIL2A_20171002T112111_81_71,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_86_47,"['Agro-forestry areas' 'Arable land' 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_86_47,S2A_MSIL2A_20171002T112111_86_47,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_87_71,['Agro-forestry areas' 'Pastures' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_87_71,S2A_MSIL2A_20171002T112111_87_71,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_89_16,['Agro-forestry areas' 'Arable land'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_89_16,S2A_MSIL2A_20171002T112111_89_16,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_90_49,['Agro-forestry areas' 'Complex cultivation patterns'],train,Portugal,S1A_IW_GRDH_1SDV_20170929T182649_29SNC_90_49,S2A_MSIL2A_20171002T112111_90_49,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_00_50,['Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_0_50,S2A_MSIL2A_20171015T095031_0_50,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_02_74,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_2_74,S2A_MSIL2A_20171015T095031_2_74,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_04_80,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_4_80,S2A_MSIL2A_20171015T095031_4_80,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_05_35,['Arable land' 'Permanent crops' 'Urban fabric'],train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_5_35,S2A_MSIL2A_20171015T095031_5_35,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_10_26,"['Arable land' 'Complex cultivation patterns' 'Permanent crops'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_10_26,S2A_MSIL2A_20171015T095031_10_26,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_11_53,"['Broad-leaved forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_11_53,S2A_MSIL2A_20171015T095031_11_53,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_16_68,['Arable land' 'Industrial or commercial units'],validation,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_16_68,S2A_MSIL2A_20171015T095031_16_68,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_17_43,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_17_43,S2A_MSIL2A_20171015T095031_17_43,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_20_42,['Arable land' 'Broad-leaved forest'],train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_20_42,S2A_MSIL2A_20171015T095031_20_42,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_21_46,['Arable land' 'Broad-leaved forest' 'Urban fabric'],validation,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_21_46,S2A_MSIL2A_20171015T095031_21_46,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_21_71,['Broad-leaved forest'],train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_21_71,S2A_MSIL2A_20171015T095031_21_71,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_24_08,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_24_8,S2A_MSIL2A_20171015T095031_24_8,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_31_13,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20171015T050950_33UXP_31_13,S2A_MSIL2A_20171015T095031_31_13,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_31_87,['Arable land' 'Inland wetlands' 'Permanent crops'],train,Austria,S1B_IW_GRDH_1SDV_20171016T050114_33UXP_31_87,S2A_MSIL2A_20171015T095031_31_87,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_35_51,['Arable land' 'Broad-leaved forest'],test,Austria,S1B_IW_GRDH_1SDV_20171016T050049_33UXP_35_51,S2A_MSIL2A_20171015T095031_35_51,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_38_78,['Arable land' 'Permanent crops' 'Urban fabric'],train,Austria,S1B_IW_GRDH_1SDV_20171016T050114_33UXP_38_78,S2A_MSIL2A_20171015T095031_38_78,False,False
S2A_MSIL2A_20171015T095031_N9999_R079_T33UXP_46_85,['Arable land' 'Coniferous forest'],train,Austria,S1B_IW_GRDH_1SDV_20171016T050114_33UXP_46_85,S2A_MSIL2A_20171015T095031_46_85,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_01_39,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_1_39,S2A_MSIL2A_20171101T94132_1_39,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_07_41,"['Coniferous forest' 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_7_41,S2A_MSIL2A_20171101T94132_7_41,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_07_47,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_7_47,S2A_MSIL2A_20171101T94132_7_47,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_10_17,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_10_17,S2A_MSIL2A_20171101T94132_10_17,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_10_21,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_10_21,S2A_MSIL2A_20171101T94132_10_21,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_13_24,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_13_24,S2A_MSIL2A_20171101T94132_13_24,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_15_78,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_15_78,S2A_MSIL2A_20171101T94132_15_78,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_18_70,['Coniferous forest' 'Inland waters' 'Mixed forest'],validation,Finland,S1B_IW_GRDH_1SDV_20171101T153951_35VNJ_18_70,S2A_MSIL2A_20171101T94132_18_70,False,False
